Job1,Job2,Sector1,Sector2,NSQF1,NSQF2,similarity_score
Automotive Quality Control Inspector,Kitchen Stewarding Shift In charge,Automotive,Tourism & Hospitality,3,3.5,0.39828277
Industrial Control,Banquet Manager (Operation),Automotive,Tourism & Hospitality,4.5,7,0.39826375
Automotive Machinist,Recyclable Waste Collector & Segregator,Automotive,Green Jobs,3,4,0.39825013
Introduction to Electric Vehicle,Improved Cookstove Installer,Automotive,Green Jobs,4,4,0.39822978
Improved Cookstove Installer,GHG Accounting and Sustainability Reporting,Green Jobs,Green Jobs,4,6,0.39822978
Solar PV Engineer (Option: Solar Water Pumping System),Concierge Manager,Green Jobs,Tourism & Hospitality,5,6,0.39818943
Solar PV Designer,Leaf Utility Products Artisan,Green Jobs,Handicrafts and Carpet,7,2,0.39816353
Automotive Body Painting Technician,Basic Program on Traditional Hand Embroidery,Automotive,Handicrafts and Carpet,3,4,0.39811248
Solar PV Structural Assistant Design Engineer,Advanced Program on Hand Block Printing,Green Jobs,Handicrafts and Carpet,5,4,0.39807016
Advanced Program on Hand Block Printing,Loader Operator-Underground,Handicrafts and Carpet,Mining,4,4,0.39806628
Introduction to Electric Vehicle,Jute Products Artisan,Automotive,Handicrafts and Carpet,4,3.5,0.39805415
GHG Accounting and Sustainability Reporting,Jute Products Artisan,Green Jobs,Handicrafts and Carpet,6,3.5,0.39805415
GHG Accounting and Sustainability Reporting,Billing Executive,Green Jobs,Tourism & Hospitality,6,4,0.3980401
Introduction to Electric Vehicle,Billing Executive,Automotive,Tourism & Hospitality,4,4,0.3980401
Industrial Control,Guest Service Executive (Front Office),Automotive,Tourism & Hospitality,4.5,4.5,0.39803508
Green Hydrogen Plant Junior Technician - Power Sources,Advanced Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,3,4,0.3980246
Introduction to Electric Vehicle,Food Analyst,Automotive,Food Processing,4,4,0.39801073
Food Analyst,GHG Accounting and Sustainability Reporting,Food Processing,Green Jobs,4,6,0.39801073
Introduction to Electric Vehicle,Ring Frame Operator,Automotive,Textile,4,3,0.3979807
GHG Accounting and Sustainability Reporting,Ring Frame Operator,Green Jobs,Textile,6,3,0.3979807
Introduction to Electric Vehicle,Housekeeping Assistant,Automotive,Tourism & Hospitality,4,3,0.3979664
GHG Accounting and Sustainability Reporting,Housekeeping Assistant,Green Jobs,Tourism & Hospitality,6,3,0.3979664
Food Regulatory Affairs Manager,Housekeeping Attendant,Food Processing,Tourism & Hospitality,6,3,0.3979175
Plastic Recycling Micro Entrepreneur,Guest Service Associate- Food & Beverage Service,Green Jobs,Tourism & Hospitality,4,4,0.39789182
Automotive Maintenance Lead Technician- Mechanical,Introduction to Electric Vehicle,Automotive,Automotive,5,4,0.39787802
Automotive Maintenance Lead Technician- Mechanical,GHG Accounting and Sustainability Reporting,Automotive,Green Jobs,5,6,0.39787802
Loin Loom Weaver,Executive Chef,Textile,Tourism & Hospitality,3,6,0.39783603
Ceramics and Terracotta Toy Maker - Artisan,Laundry Associate,Handicrafts and Carpet,Tourism & Hospitality,4,4,0.39782715
Basic Program on Traditional Hand Embroidery,Assistant-Underground Mines,Handicrafts and Carpet,Mining,4,2,0.39780313
Industrial Control,Traditional Soft Toy Maker,Automotive,Handicrafts and Carpet,4.5,2.5,0.3978026
Baking Technician/Operative,GHG Accounting and Sustainability Reporting,Food Processing,Green Jobs,3,6,0.39775288
Introduction to Electric Vehicle,Baking Technician/Operative,Automotive,Food Processing,4,3,0.39775288
Loader Operator-Underground,Home Stay Host,Mining,Tourism & Hospitality,4,5,0.39768285
Industrial Control,Traditional Mat Weaver,Automotive,Handicrafts and Carpet,4.5,2.5,0.3976724
Traditional broom maker,Guest Service Executive (Front Office),Handicrafts and Carpet,Tourism & Hospitality,2.5,4.5,0.39764827
Solar PV Engineer (Option: Solar Water Pumping System),Cleaner-Roadside Eatery,Green Jobs,Tourism & Hospitality,5,2,0.3976295
Handcrafted Candle Maker,Winding  Operator,Handicrafts and Carpet,Mining,3,4,0.39760843
Recyclable Waste Collector & Segregator,Ventilation Checker cum Fan Operator,Green Jobs,Mining,4,4,0.3975984
Loin Loom Weaver,Concierge Manager,Textile,Tourism & Hospitality,3,6,0.39759654
Solar Photovoltaic Technician,Hotel Reception (WorldSkills),Green Jobs,Tourism & Hospitality,4,4.5,0.39759338
Traditional Basket Maker,Food & Beverage Service Manager,Handicrafts and Carpet,Tourism & Hospitality,2.5,7,0.39758593
Solar EV Charging Entrepreneur,Leaf Utility Products Artisan,Green Jobs,Handicrafts and Carpet,4,2,0.3975825
Solar Domestic Product Assembler,Shuttleless Loom Operator,Green Jobs,Textile,2.5,3,0.39757168
Industrial Control,Solar Cold Storage Entrepreneur,Automotive,Green Jobs,4.5,4,0.39756465
GHG Accounting and Sustainability Reporting,Jute Products Stitching Operator,Green Jobs,Handicrafts and Carpet,6,3,0.3975618
Introduction to Electric Vehicle,Jute Products Stitching Operator,Automotive,Handicrafts and Carpet,4,3,0.3975618
CMS Engineer - Wind Power Plant,GHG Accounting and Sustainability Reporting,Green Jobs,Green Jobs,5,6,0.3975075
Introduction to Electric Vehicle,CMS Engineer - Wind Power Plant,Automotive,Green Jobs,4,5,0.3975075
Bio-Energy Micro Entrepreneur,Guest Service Executive (Front Office),Green Jobs,Tourism & Hospitality,4,4.5,0.39750051
Cottage Cheese Maker,Solar Photovoltaic Site Survey Assistant,Food Processing,Green Jobs,3,3.5,0.3974732
Fitter Electrical Assembly,Tour Manager,Iron and Steel,Tourism & Hospitality,3,6,0.39745638
Driving Assistant,Advanced Program on Hand Block Printing,Automotive,Handicrafts and Carpet,1,4,0.3974322
Desludging Operator,Tour Manager,Green Jobs,Tourism & Hospitality,3,6,0.39740658
Green Hydrogen Plant Junior Technician - Power Sources,Food & Beverage Controller,Green Jobs,Tourism & Hospitality,3,6,0.39738414
Waste Picker,Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,3,4,0.39735276
Industrial Control,Solar Photovoltaic Site Survey Assistant,Automotive,Green Jobs,4.5,3.5,0.3973214
Plastic Recycling Micro Entrepreneur,Advanced Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,4,4,0.39731708
O&M Mechanical Technician-Wind Power Plant,GHG Accounting and Sustainability Reporting,Green Jobs,Green Jobs,4,6,0.3973154
Introduction to Electric Vehicle,O&M Mechanical Technician-Wind Power Plant,Automotive,Green Jobs,4,4,0.3973154
Purchase Assistant  Food and Agricultural Commodities,Solar PV Engineer (Option: Solar Water Pumping System),Food Processing,Green Jobs,3,5,0.3973018
Basic Program on Traditional Hand Embroidery,Shuttle Loom Operator cum Pirn Winder,Handicrafts and Carpet,Textile,4,3,0.3972447
Automotive Quality Control Inspector,Shuttle Loom Operator cum Pirn Winder,Automotive,Textile,3,3,0.39723256
Solar PV Project Helper,Quality Control Manager-Tourism and Hospitality,Green Jobs,Tourism & Hospitality,2,6,0.3972206
Plant Manager,Solar PV Engineer (Option: Solar Water Pumping System),Food Processing,Green Jobs,9,5,0.3971909
Green Hydrogen Plant Junior Technician- Storage,Traditional Mat Weaver,Green Jobs,Handicrafts and Carpet,3,2.5,0.39716423
Waste Picker,Loin Loom Weaver,Green Jobs,Textile,3,3,0.3971629
Solar PV Engineer (Option: Solar Water Pumping System),Food Outlet Manager,Green Jobs,Tourism & Hospitality,5,6,0.3971545
Green Hydrogen Plant Junior Technician- Storage,Leaf Utility Products Artisan,Green Jobs,Handicrafts and Carpet,3,2,0.39711577
Introduction to Electric Vehicle,Biomass Pellet Manufacturing Junior Technician,Automotive,Green Jobs,4,3,0.3971084
Biomass Pellet Manufacturing Junior Technician,GHG Accounting and Sustainability Reporting,Green Jobs,Green Jobs,3,6,0.3971084
Solar Photovoltaic Site Survey Assistant,Shuttleless Loom Operator,Green Jobs,Textile,3.5,3,0.3970865
Technician - Operations and Maintenance  (Compressed Biogas/Waste to Energy),Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,4,4,0.3970615
Automotive Machining Master Technician,Basic Program on Traditional Hand Embroidery,Automotive,Handicrafts and Carpet,6,4,0.39705244
Solar PV Engineer (Option: Solar Water Pumping System),Guest Service  Associate (Food & Beverage),Green Jobs,Tourism & Hospitality,5,4,0.39704382
Automotive Maintenance Lead Technician-Electrical,Advanced Program on Hand Block Printing,Automotive,Handicrafts and Carpet,5,4,0.39704153
Cottage Cheese Maker,Basic Program on Traditional Hand Embroidery,Food Processing,Handicrafts and Carpet,3,4,0.39703923
Green Hydrogen Plant Junior Technician- Storage,Fitter  Weaving Preparatory,Green Jobs,Textile,3,4,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Fitter - Shuttleless Weaving Machine: Projectile,Green Jobs,Textile,3,4,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Circular loom operator (Shuttle type),Green Jobs,Textile,3,3,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Ring Frame Tenter,Green Jobs,Textile,3,3,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Ring Frame Doffer,Green Jobs,Textile,3,3,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Jute spinning Sardar (Jobber) cum Jr. Supervisor,Green Jobs,Textile,3,4,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Jute Selector cum Assorter,Green Jobs,Textile,3,2,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Jute Weft Winding Operator,Green Jobs,Textile,3,2,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Ginning Helper,Green Jobs,Textile,3,1,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Jute Carding Operator,Green Jobs,Textile,3,2,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Combing Preparatory Operator,Green Jobs,Textile,3,3,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Blowroom Operator,Green Jobs,Textile,3,3,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Jute Beaming Operator,Green Jobs,Textile,3,2,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Size Mixer,Green Jobs,Textile,3,3,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Assistant Cotton Grader (Ginning),Green Jobs,Textile,3,2,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Assistant Ginning Fitter,Green Jobs,Textile,3,2,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Cone Winding Operator - Manual & Assembly Winding,Green Jobs,Textile,3,3,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Fabric Mender - Textiles,Green Jobs,Textile,3,3,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Kalamkari Artisan,Green Jobs,Textile,3,2,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Jacquard Harness Builder,Green Jobs,Textile,3,2,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Ikkat Artisan,Green Jobs,Textile,3,2,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Sizing Machine Operator,Green Jobs,Textile,3,3,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Pirn Winding Machine Operator,Green Jobs,Textile,3,3,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Twister cum Doubler - Handloom,Green Jobs,Textile,3,2,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Knotting Machine Operator,Green Jobs,Textile,3,3,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Knitting Machine Operator Flat Bed Knitting,Green Jobs,Textile,3,3,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Hand Knitting Machine Operator,Green Jobs,Textile,3,2,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Card Puncher (Automatic Machine),Green Jobs,Textile,3,3,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Fitter Helper - Weaving,Green Jobs,Textile,3,2,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Hand Spinning Operator,Green Jobs,Textile,3,3,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Knitting Machine Operator Warp Knitting,Green Jobs,Textile,3,3,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Tape Plant Operator,Green Jobs,Textile,3,3,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Tape Winder,Green Jobs,Textile,3,3,0.39703667
Green Hydrogen Plant Junior Technician- Storage,Fabric Checker - Textiles,Green Jobs,Textile,3,3,0.39703667
Basic Program on Traditional Hand Embroidery,Paragliding Tandem Pilot,Handicrafts and Carpet,Tourism & Hospitality,4,6,0.39702797
Mobile Equipment Operator,Loin Loom Weaver,Iron and Steel,Textile,3,3,0.3969984
Ceramics and Terracotta Toy Maker - Artisan,Loin Loom Weaver,Handicrafts and Carpet,Textile,4,3,0.39687744
Solar EV Charging Entrepreneur,Shuttle Loom Operator cum Pirn Winder,Green Jobs,Textile,4,3,0.39686102
Solar Photovoltaic Site Survey Assistant,Quality Control Manager-Tourism and Hospitality,Green Jobs,Tourism & Hospitality,3.5,6,0.3968552
Solar Domestic Product Assembler,Loader  Operator (Mining),Green Jobs,Mining,2.5,4,0.3968416
Green Hydrogen Plant Junior Technician- Storage,Billing Executive,Green Jobs,Tourism & Hospitality,3,4,0.3968315
Butter and Ghee Processing Operator,GHG Accounting and Sustainability Reporting,Food Processing,Green Jobs,3,6,0.39681008
Introduction to Electric Vehicle,Butter and Ghee Processing Operator,Automotive,Food Processing,4,3,0.39681008
Loin Loom Weaver,Assistant Rafting Guide,Textile,Tourism & Hospitality,3,4,0.39671555
GHG Accounting and Sustainability Reporting,Food Delivery Professional,Green Jobs,Tourism & Hospitality,6,3,0.3967073
Introduction to Electric Vehicle,Food Delivery Professional,Automotive,Tourism & Hospitality,4,3,0.3967073
GHG Accounting and Sustainability Reporting,Dyestuff & Chemical Preparation Operator,Green Jobs,Textile,6,2,0.39669856
Introduction to Electric Vehicle,Dyestuff & Chemical Preparation Operator,Automotive,Textile,4,2,0.39669856
Safai Karamchari,Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,3,4,0.3966558
Green Hydrogen Plant Junior Technician- Storage,Home Stay Host,Green Jobs,Tourism & Hospitality,3,5,0.39663768
Plant Baker,Basic Program on Traditional Hand Embroidery,Food Processing,Handicrafts and Carpet,5,4,0.3966331
GHG Accounting and Sustainability Reporting,Crochet Lace Tailor,Green Jobs,Handicrafts and Carpet,6,3,0.39663005
Introduction to Electric Vehicle,Crochet Lace Tailor,Automotive,Handicrafts and Carpet,4,3,0.39663005
Sewer Entry Professional,Loin Loom Weaver,Green Jobs,Textile,3,3,0.3966266
Ceramics and Terracotta Toy Maker - Artisan,HouseKeeping Manager,Handicrafts and Carpet,Tourism & Hospitality,4,5.5,0.39662364
Junior Technician-Rooftop Rainwater Harvesting,Guest Service Executive (Front Office),Green Jobs,Tourism & Hospitality,3,4.5,0.39660886
Advanced Program on Traditional Hand Embroidery,Pantry Associate,Handicrafts and Carpet,Tourism & Hospitality,4,3,0.39660043
Sewer Entry Professional,Tour Manager,Green Jobs,Tourism & Hospitality,3,6,0.3965911
GHG Accounting and Sustainability Reporting,Prefabricated Structure Installer,Green Jobs,Iron and Steel,6,4,0.39657402
Introduction to Electric Vehicle,Prefabricated Structure Installer,Automotive,Iron and Steel,4,4,0.39657402
Bio-Energy Micro Entrepreneur,Shuttle Loom Operator cum Pirn Winder,Green Jobs,Textile,4,3,0.39656776
Biomass Pellet Manufacturing Junior Technician,Facility Manager,Green Jobs,Tourism & Hospitality,3,6,0.39651453
Ceramics and Terracotta Toy Maker - Artisan,Transport Duty Manager,Handicrafts and Carpet,Tourism & Hospitality,4,6,0.39649802
Loader Operator-Underground,Trainee Chef.,Mining,Tourism & Hospitality,4,3,0.3964476
Introduction to Electric Vehicle,Fitter - Ring Spinning,Automotive,Textile,4,4,0.3964131
GHG Accounting and Sustainability Reporting,Fitter - Ring Spinning,Green Jobs,Textile,6,4,0.3964131
Green Hydrogen Plant Junior Technician - Power Sources,Advanced Program on Hand Block Printing,Green Jobs,Handicrafts and Carpet,3,4,0.39638433
Introduction to Electric Vehicle,O&M Electrical & Instrumentation Technician- Wind Power Plant,Automotive,Green Jobs,4,4,0.39636618
O&M Electrical & Instrumentation Technician- Wind Power Plant,GHG Accounting and Sustainability Reporting,Green Jobs,Green Jobs,4,6,0.39636618
Solar PV Engineer (Option: Solar Water Pumping System),Ground Crew Chief (Paragliding),Green Jobs,Tourism & Hospitality,5,4,0.39632535
Advanced Program on Hand Block Printing,Billing Executive,Handicrafts and Carpet,Tourism & Hospitality,4,4,0.39630786
Loader  Operator (Mining),Loin Loom Weaver,Mining,Textile,4,3,0.3962571
Effluent Treatment Plant Operator - Food Processing Facility,Basic Program on Traditional Hand Embroidery,Food Processing,Handicrafts and Carpet,3,4,0.39621925
Biomass Pellet Manufacturing Junior Technician,Loader Operator-Underground,Green Jobs,Mining,3,4,0.39621812
Plastic Recycling Micro Entrepreneur,Wire Saw  Operator,Green Jobs,Mining,4,4,0.39620852
Junior Technician-Rooftop Rainwater Harvesting,Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,3,4,0.39617774
Solar Cold Storage Entrepreneur,Loin Loom Weaver,Green Jobs,Textile,4,3,0.39614376
Desludging Operator,Food & Beverage Service Manager,Green Jobs,Tourism & Hospitality,3,7,0.39612705
Project Assistant Planner - Wind Power Plant,Advanced Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,3,4,0.3961181
Food & Beverage Service Manager,Housekeeping Attendant,Tourism & Hospitality,Tourism & Hospitality,7,3,0.39611393
